id,TITLE,CREATOR,INNOPAC,LINK,coverage_place,COVERAGE_REGION,FILE_BROWSE,FURTHER_INFO,,LATITUDE,LONGITUDE,ORIGINAL_FORMAT,PUBLISHER,PLACE_OF_CREATION,ADDITIONAL_CREATOR,COVERAGE_PERIOD,COVERAGE_YEAR
6638,Colonel William Light,"Jones, George, artist",http://www.catalog.slsa.sa.gov.au/record=b2048539,http://www.samemory.sa.gov.au/site/page.cfm?c=6638,South Australia,,<link>http://images.slsa.sa.gov.au/mpcimg/07250/B7073.jpg</link> ,"<div><div>  <p>Born: 27 April 1786 [Kuala Kedah, Malaya]</p>  <p>Died: 6 October 1839 [Thebarton, Adelaide, South Australia]</p>  <p><strong>Soldier, surveyor</strong></p>  <p>William Light was born in Malaya in 1786; his father an English sailor and trader and his mother is thought to have been part Malay and part Portuguese. Light was sent to England at the age of six for his schooling. He enlisted in the British Navy in 1799 and served for two years. Light travelled extensively in Europe and India and then in 1808 Light purchased a commission in the 4<sup>th</sup> Dragoons of the British Army, fighting with merit in the Peninsular War. He left the army in 1821 and throughout the next decade lived primarily on the continent where his experiences included serving in the Spanish revolutionary army, sailing his boat the <em>Gulnare</em> throughout the Mediterranean and honing his artistic skills. He had two books of sketches published; <em>Sicilian Scenery</em> (1823) and <em>Views of Pompeii</em> (1828).</p>  <p>Light was put forward as a candidate for the governorship of South Australia, but was eventually appointed surveyor-general of South Australia in 1836. He was charged with the task of inspecting the colony's coastline and selecting sites for the capital city and other settlements. However, Light was given little time to complete this task; the first settlers arriving just a few months after Light and his surveying party.</p>  <p>Some scholars now believe that it was Light's deputy, George Strickland Kingston, who identified the site for Adelaide and drew up the city plan. There was some opposition to the choice of location for Adelaide (the colony's first governor John Hindmarsh was a vocal opponent, preferring Encounter Bay or Port Lincoln) but Light and Kingston persevered.</p>  <p>In December 1837, Light realised the amount of work he faced to survey the country sections of South Australia was enormous. He applied to the Colonization Commissioners for assistance and was instructed to conduct a temporary 'running survey' rather than a full trigonometric survey. Light, and most of his staff, resigned in protest. Light went on to establish a private surveying firm. He had been plagued with respiratory problems for much of his life and died of tuberculosis on 6 October 1839. His body was buried in Light Square, Adelaide. His one time deputy, George Strickland Kingston, designed a memorial for his grave in Light Square (it eventually fell into disrepair and had to be replaced) and 450 mourners were said to have been at his funeral.</p>  <p><strong>Key achievements</strong></p>  <p>February 1836: Appointed surveyor-general of South Australia</p>  <p>October 1836: Light and his deputy, George Strickland Kingston, examined possible sites for the capital of the colony</p>  <p>31 December 1836: Light confirmed choice of site for Adelaide</p>  <div>January-March 1837: Surveyed the city of Adelaide</div>  <p><strong>Did you know?</strong></p>  <p>The statue commemorating Light which stands on Montefiore Hill was designed by Burnies Rhind in 1906. It was originally unveiled on Victoria Square, but moved to this more elevated position from where Adelaide's cityscape can be viewed in 1938.</p>  <p>Mary Thomas, daughter of early pioneers and printing press operators, Robert and Mary Thomas, witnessed the funeral of Light in 1839. In her diary (PRG 1160/6, p.1);</p>  <blockquote>  <p><em><u>Oct. 10(?), 1839.</u> This day poor Colonel Light was buried. We went to see the funeral. My brother Robert, having been one of his partners, was a chief mourner, and my father [Robert Thomas] joined the procession. We all went in mourning for him.</em></p>  </blockquote>  <p>See more extracts from the diary above in PDF.</p>  </div></div>",,-29.38,135.86,Artwork,P. Allan,London,,Pre-1836,NULL
6648,Ardrossan jetty,,http://www.catalog.slsa.sa.gov.au/record=b2019039,http://www.samemory.sa.gov.au/site/page.cfm?c=6648,Ardrossan,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/mpcimg/04750/B4609.jpg</link> ,"<div><div>  <p>Ardrossan jetty was built in 1877 and extended several years later. The ketch <em>Lulu</em> loading bagged grain at the jetty was built in 1878 in Port Fairy, Victoria. By 1921 she was owned in South Australia by R. Ritch of Port Adelaide, who later went into partnership with Captain Tom Garnaut. <em>Lulu</em> was 43 tons and distinguished by a ugly 'cut off' square stern. Her sailing abilities however were attested by the fact that she at one time held the record time for a passage across the Tasman Sea to New Zealand. <em>Lulu</em> was broken up in 1937.</p>  <p>Ardrossan was proclaimed in 1873, and in addition to its grain exports was noted for the development and manufacture of the stump jump plough which was also exported. As Ardrossan was never connected to the state's rail network, its port facilities were vital to the development of the town and the nearby region.</p>  <p>The building of the bulk handling and storage facilities at Ardrossan were the first in the state and would ultimately lead to the demise of other smaller ports on Yorke Peninsula. When BHP built a jetty two kilometres to the south of this one in 1951 and which incorporated bulk loading facilities for dolomite and grain, the old jetty became the town's fishing jetty.</p>  </div></div>",,-34.42,137.91,Photograph,,,,1927-1939,NULL
6651,Grain ships at Ardrossan jetty,,http://www.catalog.slsa.sa.gov.au/record=b2140983,http://www.samemory.sa.gov.au/site/page.cfm?c=6651,Ardrossan,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/searcy/17/PRG280_1_17_573.jpg</link> ,"<div><div>  <p>This photograph shows a distant view of a fleet of grain ships at Ardrossan jetty, South Australia in about 1919. This jetty was built in 1877 and extended several years later. When BHP Billiton built a jetty two kilometres to the south of this one in 1951 and which incorporated bulk loading facilities for dolomite and grain, the old jetty became the town's fishing jetty.</p>  Ardrossan was proclaimed in 1873, and in addition to its grain exports was noted for the development and manufacture of the stump jump plough which was also exported. As Ardrossan was never connected to the state's rail network, its port facilities were vital to the development of the town and the nearby region. The building of the bulk handling and storage facilities at Ardrossan were the first in the state and would ultimately lead to the demise of other smaller ports on Yorke Peninsula.</div></div>",,-34.42,137.91,Photograph,,,,1919-1927,NULL
6655,Ketch at Pine Point,,http://www.catalog.slsa.sa.gov.au/record=b2035637,http://www.samemory.sa.gov.au/site/page.cfm?c=6655,Pine Point,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/mpcimg/30750/B30527.jpg</link> ,"<div><div>  <div>  <p>Three men, or lumpers, are sitting on the bags of grain waiting for the ketch to move into position at the end of the chute. This chute or slide was installed in 1927 and made the loading of the ketches much easier. Prior to this a wharf had been built to ease loading which before this had been done by horse and wagon. The wagon would be driven out to the vessel at low water and the bags of grain offloaded directly from the wagon into the ketches hold.</p>  </div>  <div>Pine Point was one of the many small ports which were used during the grain harvest for the transport of the grain. The ketch once fully loaded would probably have sailed directly back across the gulf to Port Adelaide and transhipped the cargo there, or have sailed along the peninsula to one of the larger ports such as Ardrossan or Edithburgh and offloaded to a larger ship.</div>  <div>Before bulk handling facilities were built during the late 1950s and 1960s at the larger ports, transport by ketches, loaded at the small ports was the usual means of transport for the harvest. The bags would be laboriously man-handled on to wagons or trucks, driven to the harbour and then man-handled into the ketches hold. On arriving at its destination the ketch hands would then off load the bags, sometimes with the benefit of a small sling which carried 4-5 bages at a time, or else laboriously a bag at a time on their own backs.</div>  <div>The installation of bulk handling facilities and improved road transport meant that the harvest could be driven directly to the silos and loaded into the ships' holds by conveyor belt.</div>  </div></div>",,-34.57,137.88,Photograph,,,,1919-1927,NULL
6656,Ketch &apos;Reginald M&apos; at Marion Bay,,http://www.catalog.slsa.sa.gov.au/record=b2083144,http://www.samemory.sa.gov.au/site/page.cfm?c=6656,Marion Bay,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/mpcimg/61250/B61191.jpg</link> ,"<div><p style=text-align: justify>The ketch <em>Reginald M</em> being loaded with gypsum at Marion Bay, using a side tipping truck. The ketch was 68 tons and was built at Birkenhead in 1922 by J. Murch, on Jenkins Slip (known also as Central Slip). The ketch operated mostly in the waters of St Vincent Gulf, but later in her life was used to carry explosives to Whyalla, Port Lincoln and Thevenard. The last freight from Marion Bay, shipped in 1969, was a cargo of grain and wool in the <em>Reginald M</em>. The ketch was acquired in 1975 by the Flagstaff Hill Maritime Museum at Warrnambool.</p> <div style=text-align: justify>Marion Bay jetty was built in 1889 by the Australian Gypsum and Whiting Company for the export of gypsum. The original wooden tramway tracks were replaced with steel rails in the late 19th century, and steam locomotives and side tipping trucks were installed to carry the gypsum down to the jetty. By the 1920s grain, wool and salt were also being shipped from Marion Bay, and in 1930 nearby Stenhouse Bay took over the shipment of gypsum from lower Yorke Peninsula. </div></div>",,-35.23,137.03,Photograph,,,,1919-1927,NULL
6657,Ketches loading grain at Port Wakefield about 1912,,http://www.catalog.slsa.sa.gov.au/record=b2117624,http://www.samemory.sa.gov.au/site/page.cfm?c=6657,Port Wakefield,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/samemory/shipping/developTrade/Edwardes_039_005_024_PtWake.jpg</link> ,"<div><div>  <p>Six ketches moored at the wharf at Port Wakefield. They are loading grain from the piles stacked alongside the sheds. Port Wakefield was the first port established outside of Port Adelaide and was created because of the copper boom at Kapunda and Burra in the 1840s.</p>  <p>The port was officially proclaimed 12 September 1850: basic facilities were rapidly established. Prior to its proclamation Port Wakefield had already trans-shipped 6,000 tons of coal, and 1,156 tons of copper as the mine owners sought the quickest and cheapest method of getting their ore to the world market.</p>  <p>Railways were built and took the copper trade away from the port. However Port Wakefield found a new product to ship: wool and later wheat. In 1866 the port was second only to Port Adelaide in its wool exports, exporting over 3,300,000 pounds of wool. As the land inland from the port was farmed and agricultural production increased with the use of fertilizers the wharfs of Port Wakefield became stacked high with sacks of wheat waiting for shipment.</p>  <p>The ketches of the mosquito fleet carried the grain to the large ships anchored in deep water, or directly to Port Adelaide. In 1909, 300,000 bags of wheat were exported. But Port Wakefield's heyday had passed. The railways were cheaper and more efficient, allowing farmers to cart their wheat and wool to nearby railheads or sidings.</p>  </div></div>",,-34.18,138.14,Photograph,,,,1884-1913,NULL
6659,Loading Wheat,,http://www.catalog.slsa.sa.gov.au/record=b2037045,http://www.samemory.sa.gov.au/site/page.cfm?c=6659,Port Broughton,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/mpcimg/49000/B48930.jpg</link> ,"<div><div>  <p>In the period before the bulk-handling of grains using conveyor belts, bagged wheat had to be loaded manually into the ketches. This image illustrates bags being placed on a slide or chute by Wally, and slid down into the hold where they will be stowed by the ketch's deck hand.</p>  <p>The bagged wheat was also loaded by hand onto the truck at the head of the jetty from one of the large stacks that would be built up from deliveries during the harvest season. The men who did this heavy, dusty work were usually referred to as 'lumpers'. The grain was bagged in the paddocks and each bag weighed 3 bushels or 72 kilograms.</p>  <p>Port Broughton operated as a port from 1871. The first jetty was built in 1873, but was replaced in 1877, at the same time as the harbour was dredged. Jetty extensions were made in 1890 with the 'T-head' being extended so that two vessels could be worked simultaneously. The jetty was extensively repaired in the 1950s and is used by Spencer Gulf prawn ships. Grain shipments from the port ceased when bulk-handling facilities were installed at Wallaroo in 1958 and at Port Pirie in 1962.</p>  </div></div>",,-33.51,137.87,Photograph,,,,1927-1939,NULL
6660,Lighthouses and ports,,http://www.catalog.slsa.sa.gov.au/record=b1658873,http://www.samemory.sa.gov.au/site/page.cfm?c=6660,South Australia,,<link>http://images.slsa.sa.gov.au/samemory/shipping/developTrade/zperi10498503_1902_map.jpg</link> ,"<div><blockquote class=pullquote><img align=right height=42 src=/webdata/graphics/iconZoomMap.gif width=40/>View a <a href=http://images.slsa.sa.gov.au/samemory/zoom/zperi10498503_1902_map/zperi10498503_1902_map.htm target=_blank title=http://images.slsa.sa.gov.au/samemory/zoom/zperi10498503_1902_map/zperi10498503_1902_map.htm>zoomable</a> version.</blockquote> <p style=text-align: justify>Map showing ports, jetties and lighthouses around the coast of South Australlia. This map is from <a href=http://www.catalog.slsa.sa.gov.au/record=b1045973><em>Information as to the principal ports of South Australia and of Adelaide</em>...</a> 1902. There are inset maps of Port Adelaide, Port Pirie and Port Augusta and of Palmerston (Darwin) in the Northern Territory, still at this time under South Australian governance. These provide soundings in the outer channel and in the case of Palmerston the reach of the lighthouse at Point Charles at the entrance to the bay.</p> <p style=text-align: justify>The map also locates the lighthouses in South Australia, indicating in yellow and red the reach of their lights. Note that both entrances to Gulf St Vincent, via Investigator Strait and Backstairs Passage are fully covered by lighthouses at Cape Borda and the Althorpe Islands and from Cape Willoughby and Cape Jervis.</p> <p style=text-align: justify>Tables list the proclaimed ports of South Australia, the lighthouses and the type of light and period of its revolution and the jetties along the coast with their length and the depth of water at the end at low water.</p></div>",,-29.38,135.86,Map,Surveyor General&apos;s Office,Adelaide,"Vaughan, Alfred",1884-1913,NULL
6664,Port Victoria 1934,,http://www.catalog.slsa.sa.gov.au/record=b2117722,http://www.samemory.sa.gov.au/site/page.cfm?c=6664,Port Victoria,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/samemory/shipping/outports/Edwardes_039_005_042.jpg</link> ,"<div><div>  <blockquote class=pullquote><img align=right height=42 src=/webdata/graphics/iconZoomMap.gif width=40/>View a <a href=http://images.slsa.sa.gov.au/samemory/zoom/Edwardes_039_005_042/Edwardes_039_005_042.htm title=http://images.slsa.sa.gov.au/samemory/zoom/Edwardes_039_005_042/Edwardes_039_005_042.htm target=_blank>zoomable</a> version.</blockquote>  <p>Ketches are gathered at the jetty, with the barques <em>Priwall, Pamir</em> and <em>Viking</em> in the distance at left. The four masted barques <em>Pommern</em> and <em>Archibald Russell</em> can be seen beyond the ketches. The township was proclaimed in 1876 and the first jetty completed in January 1878. The first ship to take any of the grain harvest back to Europe loaded at the port 13 months later. The jetty was extended in 1883 with an L-shaped extension which provided shelter for the small vessels which frequented the port. Port Victoria is not a deep water port and the large ships needed to anchor offshore and were loaded from ketches and other small craft.</p>  <p>The town grew rapidly and by the mid 1880s three grain agents had offices in the town. Port Victoria was one of the largest ports in the colony in the late 19th century and was also one of the main ports for the export of the Yorke Peninsula grain harvest.</p>  <p>The grain was bagged at the farm and brought down to the port by wagon and later truck. Here they were checked by the grain agent and stored in great stacks. Every bag was handled manually. One stack could hold up to 23,000 bags. From the stacks the bags were transferred to carts for transporting to the ketches moored at the end of the jetty. These then carried the grain to the ships offshore. As the ketches held approximately only 3,000 bags it would take many trips to fill the vast holds of the largest ships which could carry up to 50,000 bags.</p>  <p>The harbour dues in Port Victoria were low because there was no berthing at the jetty. The large ships stayed out in deep water and relied on the ketch trade to fill their holds. This was one of the reasons Port Victoria remained popular so long with the large sailing ships. In 1949 the last of these vessels loaded at the port: <em>Pamir</em> and <em>Passat</em>. Bulk handling facilities established in the late 1950s at Wallaroo and Ardrossan meant the end of Port Victoria as a shipping port.</p>  </div></div>",,-34.46,137.45,Photograph,,,,1927-1939,NULL
6665,South Australian exports,,http://www.catalog.slsa.sa.gov.au/record=b2163653,http://www.samemory.sa.gov.au/site/page.cfm?c=6665,South Australia,,<link>http://images.slsa.sa.gov.au/samemory/shipping/developTrade/znwsni16058409_18740604_002.jpg</link> ,"<div><div>  <blockquote class=pullquote><img align=right height=42 src=/webdata/graphics/iconZoomMap.gif width=40/>View a <a href=http://images.slsa.sa.gov.au/samemory/zoom/znwsni16058409_18740604_002/znwsni16058409_18740604_002.htm title=http://images.slsa.sa.gov.au/samemory/zoom/znwsni16058409_18740604_002/znwsni16058409_18740604_002.htm target=_blank>zoomable</a> version.</blockquote>  <p>The editorial examines the statistics printed in the <em><a href=/www.catalog.slsa.sa.gov.au/record=b11889111>South Australian Government Gazette</a></em> of 4 June pages 961-979, which minutely recorded the exports and imports from all South Australian ports. Wallaroo was the second busiest port after Port Adelaide.</p>  <p>The major exports are given as copper and copper ore, wheat and other cereal grains and wool. Other exports include wine, preserved meat, skins, hides and tallow, and wattle bark for the tanning industry. Lesser quantities of fruit and eggs are also among the exports.</p>  <p>The article continues with the port rankings according to the value of their exports: Port Adelaide, Wallaroo, Port MacDonnell, Port Wakefield, Blanchetown, Robe, Port Pirie, and Port Caroline. Port Augusta was not listed as it was not the season for wool exports.</p>  <p>It should be noted that port rankings periodically changed as local industries changed. Port Pirie for instance in the late 1880s would become the outlet for the ores from Broken Hill and in the early 1850s Port Wakefield had been the second most important port in the colony.</p>  </div></div>",,-29.38,135.86,Newspaper,A.F. Taylor,Wallaroo,,1852-1883,NULL
6666,Steamers and sailing ships at Wallaroo jetty,,http://www.catalog.slsa.sa.gov.au/record=b2147354,http://www.samemory.sa.gov.au/site/page.cfm?c=6666,Wallaroo,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/searcy/04/PRG280_1_4_171.jpg</link> ,"<div><div> <p>Steamers and sailing ships berthed at Wallaroo jetty where trucks of bagged grain wait for loading. The first jetty was built at the port in 1862, and was extended four years later to give a length of 244 metres with a depth of water of 4.8 metres. By 1881 a second jetty had been built, adjacent to the first, which continued to be used by smaller ships. A swimming enclosure was later added to this and it is known today as the swimming jetty.</p> <p>The second jetty completed in 1881 was generally known as Price's jetty; this was 488 metres long and gave a depth of 7.3 metres at low tide. By this time Wallaroo was one of the busiest ports in the state exporting copper ore and grain. The jetty shown in this photograph was demolished in 1973.</p> <p>A third jetty was built at Wallaroo in 1927: this was 862 metres and provided a maximum depth of 8.5 metres at low water. Bulk handling facilities were added in 1958, and improvements have continued to be made.</p> <p>This jetty sustained severe damage in 1977 when the Chinese ship <em>Wuzhau</em> went ahead instead of astern. The overhead grain loading structure was brought down and repairs took 10 months.</p> <p>Today the port of Wallaroo is managed by Flinders Ports and the main exports are fertilizers and grains.</p>  </div></div>",,-33.93,137.62,Photograph,,,,1884-1913,NULL
6667,Steel barque Hougomont,,http://www.catalog.slsa.sa.gov.au/record=b2117633,http://www.samemory.sa.gov.au/site/page.cfm?c=6667,Stenhouse Bay,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/samemory/shipping/lighthousesAndWrecks/wrecks/Edwardes_027_073_Hougomont.jpg</link> ,"<div><div> <p>Steel four-masted barque <em>Hougomont</em> is seen here moored at an unknown wharf. She was later dismasted during a storm in 1932 and after arrival in Port Adelaide was condemned by her owners. She was towed to Stenhouse Bay in January 1933 and scuttled for a breakwater.</p> <p><em>Hougomont</em> was owned by Gustav Eriksson of Mariehamn in Finland whose fleet of sailing ships were regular visitors to the Spencer Gulf ports during the 1920s and 1930s. Eriksson purchased the Greenock built barque in 1924. <em>Hougomont</em> had always been accident prone and this continued. During the voyage to South Australia in April 1932 while still in the Southern Ocean the ship was caught in a storm and was still trying to clew up the sails when a sudden gust dismasted the ship. The tangled wreckage of the masts battered the ship until the crew was able to free these.</p> <p>The badly damaged ship was sighted by a steamer which wirelessed a message to Adelaide and the steam tug <em>Wato</em> was sent to its assistance. However <em>Hougomont</em> was found slowly sailing under jury rig towards Adelaide and refused the assistance of the tug. <em>Hougomont</em> arrived at Semaphore 8 May 1932. It was decided that repairs should not be made: salvageable gear from <em>Hougomont</em> was stripped and taken aboard <em>Herzogin Cecilie</em>, another Eriksson ship which arrived at Semaphore in December. Following this <em>Hougomont</em> was towed by the tug <em>Wato</em> to Stenhouse Bay in early January 1933, where she was scuttled for service as a breakwater.</p>  </div></div>",,-35.27,136.95,Photograph,,,,1927-1939,NULL
6668,Stenhouse Bay jetty,,http://www.catalog.slsa.sa.gov.au/record=b2084002,http://www.samemory.sa.gov.au/site/page.cfm?c=6668,Stenhouse Bay,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/mpcimg/62750/B62734.jpg</link> ,"<div><div> <p>The Stenhouse Bay jetty was used for the transport of gypsum by sea from the workings at Inneston on the lower Yorke Peninsula. It was built in 1913 by the Permasite Company to facilitate the shipment of gypsum from its workings at nearby Inneston Lake. The original jetty was 164 metres long; the gypsum was taken in ore trucks operating on steel rails and utilising a cable and winch. Three years later a cutting was made through the cliffs to allow the trucks to run straight onto the jetty using a counterweight system.</p> <p>The jetty was extended in 1930 to 206 metres, which remains its current length. The barque <em>Hougomont</em> was scuttled at Stenhouse Bay in 1933 to form a breakwater. Stenhouse Bay ceased operations as a port in 1972. Improved road conditions, the increasing size of ships and the smaller size of the gypsum deposits on the lower peninsula were all factors in this decision. The mining company Waratah Gypsum now operates out of the port of Thevenard on the west coast, where it mines the gypsum deposits at Lake MacDonnell.</p>  </div></div>",,-35.27,136.95,Photograph,,,,1919-1927,NULL
6669,Tiparra Light,,http://www.catalog.slsa.sa.gov.au/record=b2144805,http://www.samemory.sa.gov.au/site/page.cfm?c=6669,Moonta Bay,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/searcy/38/PRG280_1_38_385.jpg</link> ,"<div><p>Lighthouse at Tiparra (more usually spelt Tipara) in the Spencer Gulf off Moonta Bay, South Australia. The screw pile lighthouse over the Tipara Reef in Moonta Bay was the first lighthouse in Spencer Gulf and was operational from August 1877. The pyramidal skeletal tower is very like the Cape Jaffa Lighthouse on Margaret Brock Reef in the state's south-east.</p> <p>Prior to this a lightship, the schooner <em>Alexander</em>, was stationed over the reef from February 1865. However following a number of wrecks and near misses it was decided a lighthouse should be built there.</p> <p>Tipara Reef Lighthouse used a Chance Brothers first order apparatus for its light. The light's platform was well frequented by birds and a major task of visiting service crews was the removal of nests.</p> <p>Tipara Reef Lighthouse was replaced by a light tower at Warburto Point on the adjacent mainland in 1995. The tower of the old Tipara Reef light now stands in Wallaroo at the Maritime Museum. There is a small beacon on the remnants of the platform.</p></div>",,-34.05,137.56,Photograph,,,,1884-1913,NULL
6670,Troubridge Island lighthouse,,http://www.catalog.slsa.sa.gov.au/record=b2139375,http://www.samemory.sa.gov.au/site/page.cfm?c=6670,Troubridge Island,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/searcy/44/PRG280_1_44_274.jpg</link> ,"<div><p style=text-align: justify>Three men painting the tower of Troubridge Island lighthouse, they stand on a frail platform suspended from the light's lookout platform. Mariners had agitated for a light to be placed on Troubridge Island (or Troubridge Shoals) since shortly after first settlement of South Australia. In March 1838 the brig <em>Dart</em> was wrecked there, and in November the barque <em>Passee.</em> In 1849 the ship <em>Sultana</em> was stranded on the reef, and subsequently destroyed by storms. The emigrant ship <em>Marion</em> struck the reef, but no lives were lost, and the brig <em>Charles Carter</em> ran aground there in February 1854.</p> <p style=text-align: justify>Finally a lighthouse was constructed in 1855, and began operation from 1 February 1856. The light was 80 feet above high water and had a range of 16 miles. Constructed of cylindrical metal sections bolted together on site, it is believed to be one of only a few lighthouses of its type in Australia.</p> <p style=text-align: justify>The light was upgraded several times, as was the power source. The light's range was increased to 25 miles. Despite upgrades as recent as the late 1970s, it was eventually decided to build a lighthouse on the adjacent mainland at Troubridge Hill. This began operating in 1981.</p> <p style=text-align: justify>Troubridge Island was subsequently reduced in power and demanned. Finally in 1982 it was sold to the South Australian government and the island became a bird sanctuary. The light was finally extinguished in 2002.</p></div>",,-35.11,137.82,Photograph,,,,1884-1913,NULL
6672,Wreck of the Aagot,,http://www.catalog.slsa.sa.gov.au/record=b2117636,http://www.samemory.sa.gov.au/site/page.cfm?c=6672,Wardang Island,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/samemory/shipping/lighthousesAndWrecks/wrecks/Edwardes_058_061_aagot.jpg</link> ,"<div><div>  <p>Iron barque <em>Aagot</em> 1,242 tons was wrecked on the rocks on the western side of Wardang Island in October 1907. She left Semaphore 12 October with orders to proceed to Port Victoria to load grain. A southerly gale in Spencer Gulf drove her onto the rocks on the western side of Wardang Island, off Port Victoria. She quickly became a total wreck.</p>  <p>One of the sailors managed to swim ashore with a lifeline and the crew were able to reach safety on the island. From here they were able to cross to Port Victoria.</p>  <p><em>Aagot</em>'s captain complained about the lack of a lighthouse to mark the island and in response to this and several other wrecks a lighthouse was built in 1909. The builder placed it on the wrong hill and for a number of years this caused confusion on the charts, until finally corrected in 1920, unfortunately in response to yet another stranding on the island.</p>  <p>Wardang Island has many wrecks along its coast: eight ships and at least three ketches. In addition a number of other vessels ran aground on the island but were successfully refloated.</p>  </div></div>",,-34.49,137.35,Photograph,,,,1884-1913,NULL
6674,Wreck of the Songvaar,,http://www.catalog.slsa.sa.gov.au/record=b2117626,http://www.samemory.sa.gov.au/site/page.cfm?c=6674,Wardang Island,Yorke Peninsula,<link>http://images.slsa.sa.gov.au/samemory/shipping/lighthousesAndWrecks/wrecks/Edwardes_13_006_Songvaar.jpg</link> ,"<div><div>  <p>Norwegian iron ship <em>Songvaar</em> 2,128 tons sat on her anchor at her moorings off Wardang Island. She was holed and sank. <em>Songvaar</em> had been loaded with 3,500 tons (40,700 bags) of wheat by the usual method at Port Victoria--lightering by ketch and small schooner while moored in the open roadstead. Prior to final departure the ship was moved to another mooring between the northern end of Wardang Island and Point Pearce on the mainland.</p>  <p>Captain Isaken went ashore to arrange final clearance and in his absence the chief officer let go the second bower anchor as the weather was deteriorating.</p>  <p>As the tide ebbed the ship settled on her anchor and one of the flukes had pierced the hull. <em>Songvaar</em> settled upright in the water. Attempts to refloat the vessel were abandoned.</p>  <p><em>Songvaar</em> remained in this position for eight years until finally breaking up during a storm in 1920. Demolition was completed with explosives as the wreck was considered hazardous to other shipping in the area.</p>  </div></div>",,-34.49,137.35,Photograph,,,,1884-1913,NULL
6675,Flinders map of South Australia,"Flinders, Matthew, 1774-1814",http://www.catalog.slsa.sa.gov.au/record=b1642065,http://www.samemory.sa.gov.au/site/page.cfm?c=6675,South Australia,,<link>http://images.slsa.sa.gov.au/samemory/maps/exploration/flinders_sa_i16784340/zcm_sa_1802r_sth3_pl4_i16784340.jpg</link> ,"<div><div> <blockquote class=pullquote><img align=right height=42 src=/webdata/graphics/iconZoomMap.gif width=40/>View a <a href=http://images.slsa.sa.gov.au/samemory/zoom/flinders_sa_i16784340/1802r_sth3_pl4_i16784340.htm target=_blank title=http://images.slsa.sa.gov.au/samemory/zoom/flinders_sa_i16784340/1802r_sth3_pl4_i16784340.htm>zoomable</a> version.</blockquote> <p>The chart depicts the South Australian coastline from Encounter Bay to the Head of the Australian Bight. Matthew Flinders discovered this unknown coast between January and early April 1802. He had made a proposal to the British Government regarding the exploration of the unknown southern coast of Australia and had left England in July 1801 to carry out this task. A French expedition with the same task had left Le Havre, France in October 1800, but with a complicated schedule of other duties did not head to the unknown coast until April 1802 and approached from Tasmania. Flinders' chart however was not published until July 1814 because of his six year detention on Mauritius. This enabled the French expedition's charts to be published ahead of his in 1811.</p> <p>Flinders was the first European surveyor of this stretch of coast from the head of the Great Australian Bight to Encounter Bay . The chart covers the area explored by Flinders between 27 January to 8 April 1802, including the site of the 1802 encounter between Flinders and Baudin. Inset charts of Nuyts Archipelago (Flinders named the Islands of Saint Peter and Saint Francis the Nuyts Archipelago in honour of their first discoverer Pieter Nuyts and Francois Thyssen, 1627), Port Lincoln and the head of Spencer Gulf are included. The chart includes soundings and notes on currents, coastal vegetation and terrain.</p> <p>Flinders named Yorke Peninsula for Charles Philip Yorke, First Lord of the Admiralty, and wrote of it: 'Yorke's Peninsula between [the gulfs], is singular in its form, bearing some resemblance to a very ill-shaped leg and foot. The length of the southern part, from Cape Spencer to the sandy point near Troubridge Shoal, is about forty-five miles; and from thence northward, to where the peninsula joins the main land, about sixty miles.' (Flinders, vol. 1, p. 181)</p> </div></div>",,-29.38,135.86,Map,Libraries Board of South Australia,Adelaide,"Flinders, Matthew, 1774-1814.",,NULL
